something
0 0.0343763485633 0.0687526971266 0.10312904569 0.137166283977 0.171203522263 0.20524076055 0.239594832455 0.273948904359 0.308302976264 0.342372378286 0.376441780308 0.410511182331 0.444824294648 0.479137406965 0.513450519283 0.557567694244 0.601684869206 0.64069965122 0.679714433234 0.718729215248 0.752852257882 0.786975300517 0.821098343151 0.855399054758 0.889699766365 0.924000477972 0.958145393253 0.992290308533 1.02643522381 1.06074116802 
31.898 32.253 32.608 32.963 33.318 33.673 34.028 34.383 34.738 35.093 35.448 35.803 36.158 36.513 36.868 37.223 37.578 37.933 38.288 38.643 38.998 39.353 39.708 40.063 40.418 40.773 41.128 41.483 41.838 42.193 42.548 
time point_ID psi phi j_tor b_field_r b_field_z b_field_tor 
1 1289 -5.54399488067 1.15189351184 237339.074502 -0.0793171745185 -0.175415482597 3.32835787866 
1 1716 -5.50210780007 1.25317719939 167610.028376 -0.102979895817 -0.165530584321 3.34169781557 
1 1717 -5.40800027117 1.50861354736 35594.346995 -0.0914361638611 -0.15739936134 3.30513216202 
1 1136 -5.31488560599 1.80911496285 -52292.0129691 -0.086317509995 -0.143320558125 3.27499200679 
1 1218 -5.2201379524 2.18224902051 -94332.3443259 -0.0746311616476 -0.127224778276 3.24111153461 
1 1286 -5.10549897491 2.76552264391 -81629.6094403 -0.0625991441808 -0.116811678289 3.19140543925 
1 1213 -5.04349945393 3.16281720507 -51530.8495323 -0.0635783968844 -0.105564882901 3.17606708567 
1 853 -5.00341146979 3.45702723415 -25616.5182799 -0.0630756484855 -0.0966486851277 3.17295662348 
1 1165 -4.9236354031 -1e+37 0.0 -0.0589773791805 -0.0904174815598 3.13501230239 
1 1166 -4.87911791881 -1e+37 0.0 -0.060968040219 -0.0844747561999 3.12649008064 
1 1164 -4.8226749868 -1e+37 0.0 -0.0559987579359 -0.081627819931 3.10337943364 
1 1169 -4.74869382979 -1e+37 0.0 -0.0534142524518 -0.0764900545629 3.06928376972 
1 744 -4.66924326569 -1e+37 0.0 -0.0498200853932 -0.0716341295212 3.03456511965 
1 856 -4.60533947478 -1e+37 0.0 -0.0470097269661 -0.0681064075145 3.00114118765 
1 758 -4.549506927 -1e+37 0.0 -0.0455476357134 -0.06494680514 2.98162274562 
1 854 -4.50541339507 -1e+37 0.0 -0.0428039895778 -0.0632105516499 2.94899191285 
1 188 -4.45886859177 -1e+37 0.0 -0.040846875684 -0.060982954529 2.93005739462 
1 580 -4.42642960726 -1e+37 0.0 -0.0404192248228 -0.0586880813511 2.92150769972 
1 218 -4.39246596276 -1e+37 0.0 -0.0377275521473 -0.057508263867 2.89514015561 
1 133 -4.33458550746 -1e+37 0.0 -0.0379433837197 -0.0557827654577 2.87251201625 
2 1462 -5.13052440269 0.148448330956 584449.387623 0.00238012600313 -0.043603152917 3.56690002069 
2 1423 -5.15043382235 0.0680367732474 591900.37534 0.00242071963269 -0.0314147747377 3.61369356767 
2 1445 -5.15456079439 0.0518694761315 594288.882137 0.0141842277513 -0.0230196541958 3.63897835873 
2 1461 -5.11455519257 0.214257812593 579172.51202 -0.00804776686042 -0.050323902333 3.54050063508 
2 1344 -5.16149870363 0.0255033140297 598599.713025 0.0133979311421 -0.00833416215606 3.68413391262 
2 1435 -5.08410892056 0.339843351924 569602.341632 -0.0134813630929 -0.0598940539575 3.49788042225 
2 1440 -5.15730514196 0.0413353399051 599809.553998 0.0237569538398 0.00149275476832 3.72888974996 
2 1725 -5.04497122434 0.502381098623 557532.569254 -0.0198847424803 -0.0717381300407 3.45511680318 
2 1724 -5.00575323633 0.668811278539 544860.084774 -0.0304041778888 -0.0804281425255 3.42763596427 
2 1232 -4.9421762336 0.943875646643 520554.995346 -0.0413243833645 -0.0888083806768 3.39191472538 
2 1319 -4.88795445213 1.18528738229 494251.046821 -0.0409005342941 -0.100886888441 3.35204337184 
2 1289 -4.83183779789 1.44334352534 459032.420836 -0.0507087318107 -0.10784134408 3.32631882124 
2 1716 -4.80487478008 1.57040363141 437990.084482 -0.062769957368 -0.101138040954 3.33973621211 
2 1717 -4.74289674165 1.87359236505 384261.258256 -0.0620286675884 -0.108731086688 3.30329162164 
2 1136 -4.674617547 2.22808219045 311919.403929 -0.0660711520671 -0.112070543543 3.27316545232 
2 1218 -4.59587278433 2.67303096435 215323.572977 -0.0649933966286 -0.114457159499 3.23925007365 
2 1286 -4.48824318001 3.37339655084 69852.4573871 -0.0596673001842 -0.114679942546 3.18950708005 
2 1213 -4.42702231727 -1e+37 0.0 -0.0615606642815 -0.108644069624 3.17415934176 
2 853 -4.38754889598 -1e+37 0.0 -0.0615025873098 -0.101753804527 3.17104464052 
2 1165 -4.30467109708 -1e+37 0.0 -0.0576959867506 -0.0965239215958 3.13312123208 
2 1166 -4.25995485553 -1e+37 0.0 -0.0592722258645 -0.0911207116017 3.12460415102 
2 1164 -4.20138870417 -1e+37 0.0 -0.0546407094288 -0.088671478908 3.10150744459 
2 1169 -4.12362763274 -1e+37 0.0 -0.0520548748005 -0.0840718067189 3.06743234751 
2 744 -4.03996009404 -1e+37 0.0 -0.0485465136571 -0.0797666109498 3.03273464007 
2 856 -3.97123205626 -1e+37 0.0 -0.0457948575345 -0.0765945304907 2.99933086972 
2 758 -3.91289770275 -1e+37 0.0 -0.0443155217102 -0.0737152179621 2.97982420141 
2 854 -3.86301626239 -1e+37 0.0 -0.0416963707646 -0.0721875803913 2.94721305187 
2 188 -3.81347507535 -1e+37 0.0 -0.0397933094373 -0.0701751041568 2.92828995513 
2 580 -3.77997572323 -1e+37 0.0 -0.0392649862231 -0.0680419599467 2.9197454175 
2 218 -3.74073111998 -1e+37 0.0 -0.0366967294208 -0.0670476221233 2.89339377854 
2 133 -3.67893611392 -1e+37 0.0 -0.0368080822453 -0.0654410452037 2.8707792887 
3 1462 -4.96643316413 0.437770586881 1268658.98278 0.0521962601533 -0.212472472667 3.56600298143 
3 1423 -5.07616170191 0.300181956797 1662787.45872 0.0571845051928 -0.198484874438 3.61467646948 
3 1445 -5.09507218854 0.277803266123 1733943.77252 0.103913118219 -0.174034507091 3.64034136321 
3 1461 -4.91283033876 0.511019979254 1085177.3448 0.0182877287168 -0.222484012112 3.53892724534 
3 1344 -5.1684114456 0.194004201872 2009754.4535 0.107375858054 -0.139282702081 3.68720465162 
3 1435 -4.80302981369 0.676377156707 736207.014158 0.000393229136146 -0.223132117252 3.49525236169 
3 1440 -5.18322672022 0.177810302585 2069365.70753 0.147983370013 -0.103838061112 3.73242185902 
3 1725 -4.68260361011 0.88664135427 408779.541368 -0.0166569722386 -0.216668902968 3.4518495862 
3 1724 -4.59460157281 1.0659305564 217739.283893 -0.035956115625 -0.203998332892 3.42422405387 
3 1232 -4.47418326824 1.36016020689 34675.2891381 -0.0534797972842 -0.185471793754 3.38860371966 
3 1319 -4.37618004271 1.65688401625 -41125.6890833 -0.0458136041903 -0.165442262861 3.34895653511 
3 1289 -4.29887436953 1.94230086895 -54189.403632 -0.052807888073 -0.145988254819 3.32347845398 
3 1716 -4.27636849616 2.03555178487 -51278.8194215 -0.0713618342899 -0.144868570628 3.33698244227 
3 1717 -4.19882496548 2.40057703333 -24776.7269353 -0.0632889066019 -0.131173280656 3.30075788937 
3 1136 -4.12461474513 -1e+37 0.0 -0.0626389707743 -0.120196883657 3.2707974758 
3 1218 -4.04761075343 -1e+37 0.0 -0.0581956205246 -0.10863306183 3.23700239414 
3 1286 -3.9499531201 -1e+37 0.0 -0.0524356436042 -0.101243724089 3.18734410433 
3 1213 -3.89605215737 -1e+37 0.0 -0.0558574133263 -0.0939434397806 3.17201093758 
3 853 -3.85980589151 -1e+37 0.0 -0.058244911902 -0.0874976823795 3.1688983445 
3 1165 -3.78705415444 -1e+37 0.0 -0.0562870779298 -0.0812894933394 3.13100060421 
3 1166 -3.74498964907 -1e+37 0.0 -0.0599213730483 -0.076695925053 3.12248928787 
3 1164 -3.69205893351 -1e+37 0.0 -0.0563154497257 -0.0728583959657 3.09940821427 
3 1169 -3.62283962981 -1e+37 0.0 -0.0557062251087 -0.0676322357704 3.06535618063 
3 744 -3.54721818275 -1e+37 0.0 -0.0540901409674 -0.0619618986712 3.03068195806 
3 856 -3.48765308445 -1e+37 0.0 -0.052848818954 -0.0579999940141 2.99730079678 
3 758 -3.43143720652 -1e+37 0.0 -0.0526966047058 -0.0547344200081 2.9778073314 
3 854 -3.39397147697 -1e+37 0.0 -0.0507707725599 -0.0522668460215 2.94521825446 
3 188 -3.34727642937 -1e+37 0.0 -0.0497244637303 -0.0496134273502 2.92630796567 
3 580 -3.31177825924 -1e+37 0.0 -0.0506275314707 -0.0475009147666 2.91776921133 
3 218 -3.28408047953 -1e+37 0.0 -0.0485316009037 -0.045282166387 2.89143540827 
3 133 -3.22313702001 -1e+37 0.0 -0.0497114485278 -0.043661466436 2.86883622486 
4 1462 -4.59134340856 5.56231158988e-28 1618403.45844 0.0322821970347 -0.140324002815 3.5678623173 
4 1423 -4.65709056348 -1.57994677238e-29 1779067.9106 0.0324088439327 -0.107272218098 3.61570286563 
4 1445 -4.6632406263 -3.20754660986e-30 1794008.29032 0.0669125453734 -0.0831939612643 3.6410857033 
4 1461 -4.55217218814 -9.20944916941e-28 1522875.49621 0.00255612994003 -0.156433090162 3.54093702097 
4 1344 -4.6900118043 -7.68810460632e-31 1859683.02007 0.0636398728133 -0.0368847201814 3.68674433313 
4 1435 -4.46702735651 -8.12290328989e-25 1315401.15855 -0.0123154590108 -0.175796617979 3.49729583536 
4 1440 -4.67505873034 5.92514048904e-30 1823217.57956 0.0917152751042 -0.00706970235844 3.73126263352 
4 1725 -4.36301220541 3.35572021025e-22 1063755.48908 -0.0277553749681 -0.193474888097 3.45356816066 
4 1724 -4.27319123347 5.17070054784e-20 850329.520725 -0.0498329307619 -0.19948465892 3.42550845795 
4 1232 -4.13943625257 5.72500583949e-17 547214.802093 -0.0699718103537 -0.198116814809 3.3892938021 
4 1319 -4.02730141133 -1.01700786961e-14 320576.275759 -0.0626649604634 -0.196095112027 3.34929512527 
4 1289 -3.93000390257 -2.73456395773e-11 157204.125314 -0.0713480347014 -0.181414863616 3.32364794286 
4 1716 -3.89707432783 1.51690323864e-10 111521.64454 -0.0930398965481 -0.174914601491 3.33712360283 
4 1717 -3.79961923172 -6.44909300129e-09 16023.4175444 -0.0834262174464 -0.165489832484 3.30087661361 
4 1136 -3.70470724394 -9.35081167588e-06 -18435.9562193 -0.0808263206911 -0.152873089945 3.27094918771 
4 1218 -3.60610289436 0.0125081155414 -4015.2374009 -0.073457244186 -0.139562287636 3.23717953929 
4 1286 -3.4806598537 -1e+37 0.0 -0.065356429563 -0.131467214759 3.18751887139 
4 1213 -3.41237458258 -1e+37 0.0 -0.0687325819451 -0.122673028828 3.17218486391 
4 853 -3.36765347165 -1e+37 0.0 -0.0708036200485 -0.115045773695 3.16907210015 
4 1165 -3.27358404456 -1e+37 0.0 -0.0682164239326 -0.108101320335 3.13117228187 
4 1166 -3.22123304585 -1e+37 0.0 -0.0721631181363 -0.102827176342 3.12266049884 
4 1164 -3.15320216742 -1e+37 0.0 -0.0680403132731 -0.0985148025428 3.09957815967 
4 1169 -3.06307438011 -1e+37 0.0 -0.0674665553409 -0.0925617894897 3.06552425891 
4 744 -2.96445497192 -1e+37 0.0 -0.0658810902794 -0.0859238401613 3.03084813509 
4 856 -2.88511802786 -1e+37 0.0 -0.0647891134459 -0.081169318624 2.99746514348 
4 758 -2.81220005914 -1e+37 0.0 -0.0649913376711 -0.0772570759786 2.97797060923 
4 854 -2.75964078203 -1e+37 0.0 -0.0629373926395 -0.0740454265339 2.94537974539 
4 188 -2.69807155305 -1e+37 0.0 -0.0619710751168 -0.0706220518443 2.92646841971 
4 580 -2.65212597371 -1e+37 0.0 -0.0635678805717 -0.0680338750811 2.91792919718 
4 218 -2.61272745243 -1e+37 0.0 -0.0611379797081 -0.0648287132879 2.8915939502 
4 133 -2.53194348943 -1e+37 0.0 -0.0630431040318 -0.062748112018 2.86899352764 
5 1462 -4.22903264752 0.108980473226 1506126.31191 0.0280560352929 -0.0971625344457 3.57240445007 
5 1423 -4.27189489389 0.0448687700527 1589739.73119 0.0276916711528 -0.0652233473279 3.61980365981 
5 1445 -4.26964960134 0.0482641571272 1584988.4103 0.0569900113639 -0.0439822370619 3.64505816527 
5 1461 -4.20237465705 0.150282276847 1454172.8637 0.00159601056789 -0.112960491259 3.54568519696 
5 1344 -4.27869647581 0.0347426050777 1602435.27122 0.0534107127733 -0.00258438954341 3.69038410796 
5 1435 -4.13880882845 0.252087814832 1329781.71586 -0.0118288311121 -0.134258359346 3.5023389276 
5 1440 -4.25303030554 0.0733441045149 1551636.22251 0.0768267549033 0.0222988368133 3.7348119493 
5 1725 -4.05624805544 0.390980771293 1167305.52516 -0.0265259648974 -0.156733680339 3.45877937847 
5 1724 -3.97917346346 0.52872698222 1014593.49872 -0.0489381590059 -0.168780728525 3.43071400305 
5 1232 -3.85810926609 0.765269174458 774843.786486 -0.0701605421994 -0.175499313894 3.3943219929 
5 1319 -3.75522735751 0.989851678763 574967.71373 -0.0650718926565 -0.184061992781 3.35408213293 
5 1289 -3.65942088128 1.22495856574 397520.517318 -0.0768565867574 -0.178036237223 3.32819757838 
5 1716 -3.62047144335 1.32909138628 328608.056527 -0.0992507538666 -0.168855900728 3.34161261691 
5 1717 -3.52283498681 1.61955005492 176442.613312 -0.0913640533192 -0.166296670779 3.30517068348 
5 1136 -3.42389417962 1.96686918505 64217.8765227 -0.0901476375598 -0.156910541645 3.27512703101 
5 1218 -3.31961311822 2.4197273271 6122.13241598 -0.0820299268135 -0.144863485992 3.24130830138 
5 1286 -3.18781898762 -1e+37 0.0 -0.0723951317144 -0.136727344216 3.19160342732 
5 1213 -3.11458893372 -1e+37 0.0 -0.0755072965469 -0.126935995031 3.1762497705 
5 853 -3.06607378146 -1e+37 0.0 -0.0770496725834 -0.118467945292 3.17313301798 
5 1165 -2.96797030846 -1e+37 0.0 -0.0737581804621 -0.11120584211 3.13518463406 
5 1166 -2.91228111722 -1e+37 0.0 -0.0774788618201 -0.105281104671 3.12666194385 
5 1164 -2.84127836918 -1e+37 0.0 -0.0727583100474 -0.101005392818 3.10355002646 
5 1169 -2.74763187639 -1e+37 0.0 -0.0716374222537 -0.0947592204215 3.06945248829 
5 744 -2.64526739185 -1e+37 0.0 -0.0694648977794 -0.087990970409 3.03473192974 
5 856 -2.56330364905 -1e+37 0.0 -0.0679343022998 -0.0831176154172 3.00130616043 
5 758 -2.48770766093 -1e+37 0.0 -0.0678340370196 -0.0790590859299 2.98178664547 
5 854 -2.4338238816 -1e+37 0.0 -0.0655008501897 -0.0758776718896 2.94915401898 
5 188 -2.37024608464 -1e+37 0.0 -0.0642912449448 -0.0724130027865 2.93021845992 
5 580 -2.32281141997 -1e+37 0.0 -0.0656734841826 -0.0696978565454 2.92166829504 
5 218 -2.28238644056 -1e+37 0.0 -0.0630322711766 -0.0665906953664 2.89529930151 
5 133 -2.19930964032 -1e+37 0.0 -0.0648046958993 -0.0644337341494 2.87266991827 
6 1462 -3.91966567665 -7.4922946489e-32 1519901.72775 0.0191298453448 -0.055500984318 3.57115735598 
6 1423 -3.93998079982 8.87443140448e-32 1551395.98089 0.0181877635668 -0.0219545647681 3.61818261254 
6 1445 -3.93006563776 2.63784734256e-31 1536010.27822 0.0451564319733 -0.00132022737846 3.64329503111 
6 1461 -3.90221221932 -5.68937829113e-31 1492965.4737 -0.00625089854753 -0.0720782332873 3.54457183548 
6 1344 -3.91886751278 -1.32885385566e-31 1518788.48223 0.0410093648406 0.0396004402374 3.68825336167 
6 1435 -3.85682039876 -5.76859827827e-30 1422844.60996 -0.0190801402246 -0.0963622753839 3.50143668179 
6 1440 -3.87854821641 1.3414768098e-30 1456031.88652 0.0622481516333 0.0627382631086 3.7324227328 
6 1725 -3.79143139229 3.84859615078e-28 1321241.75388 -0.0336640514202 -0.124164874652 3.45798195569 
6 1724 -3.72127043006 5.4422515246e-27 1210499.12179 -0.0572595286373 -0.141839565634 3.42983891137 
6 1232 -3.60501683089 -4.79332022349e-23 1021848.1551 -0.0801416335435 -0.155888834989 3.39319828723 
6 1319 -3.50925611337 -1.60110099065e-20 861235.263338 -0.0764614694651 -0.175270229413 3.35274188151 
6 1289 -3.41008731962 2.34105827631e-18 688557.510862 -0.0917268456742 -0.17853801512 3.32656755669 
6 1716 -3.35744494721 1.49209180487e-16 594553.587718 -0.11559019193 -0.16531370542 3.33979779269 
6 1717 -3.25675660602 -9.77960238535e-15 418870.28796 -0.109392715896 -0.171476460473 3.30313597251 
6 1136 -3.14836374601 -5.62699529171e-12 242847.2123 -0.110067310246 -0.167569863453 3.27291487164 
6 1218 -3.03075866403 -3.38586397929e-08 98272.6811188 -0.10150092741 -0.160018950045 3.23901104488 
6 1286 -2.88107837123 0.000933716864573 9455.3101059 -0.0894993760852 -0.153649970321 3.18932599813 
6 1213 -2.79460903373 -1e+37 0.0 -0.0919809944636 -0.142263845401 3.17398541544 
6 853 -2.73660106931 -1e+37 0.0 -0.0922338984148 -0.132094109916 3.17087088486 
6 1165 -2.62525341671 -1e+37 0.0 -0.0874208560714 -0.124268602105 3.13294955442 
6 1166 -2.56051220143 -1e+37 0.0 -0.0906277080656 -0.117054382773 3.12443294005 
6 1164 -2.47982960922 -1e+37 0.0 -0.08470462725 -0.112865166017 3.10133749919 
6 1169 -2.37378544162 -1e+37 0.0 -0.0825170461095 -0.106033181318 3.06726426923 
6 744 -2.25794425833 -1e+37 0.0 -0.0792301091745 -0.0989441327663 3.03256846304 
6 856 -2.16534392309 -1e+37 0.0 -0.0769000702707 -0.093758514803 2.99916652303 
6 758 -2.08003220659 -1e+37 0.0 -0.076291805471 -0.0893501758458 2.97966092357 
6 854 -2.01901543615 -1e+37 0.0 -0.0734256896055 -0.0861172959107 2.94705156095 
6 188 -1.94735639998 -1e+37 0.0 -0.0717805884224 -0.0824651238976 2.92812950109 
6 580 -1.89423389793 -1e+37 0.0 -0.0728751915261 -0.0794519966992 2.91958543165 
6 218 -1.848089855 -1e+37 0.0 -0.069789342899 -0.0763751786597 2.89323523662 
6 133 -1.75492468642 -1e+37 0.0 -0.071430889215 -0.0740106870903 2.87062198592 
7 1462 -3.48810514797 -6.36487623433e-32 1387434.77184 0.0142602715185 -0.0203712725148 3.56678196676 
7 1423 -3.49040553065 0.0 1388423.3411 0.0131787447482 0.0107459096654 3.61344061792 
7 1445 -3.47443041338 -2.0418282253e-31 1368381.92331 0.0366471562595 0.0291803303124 3.6384685436 
7 1461 -3.48022995325 -2.21989521644e-31 1379123.2334 -0.00844306349586 -0.0358707348048 3.54040383063 
7 1344 -3.44975309725 4.21279777217e-31 1337252.34756 0.0326543711432 0.0659544622123 3.68322113801 
7 1435 -3.45305202801 6.81660634844e-31 1348587.94348 -0.0200127993898 -0.0594995704041 3.49765990584 
7 1440 -3.40114691486 -8.11520440903e-30 1276991.66559 0.0509640225448 0.0861180194715 3.72735968284 
7 1725 -3.40719366841 7.0031495381e-30 1295752.15592 -0.0336012062227 -0.0877877063188 3.45460709555 
7 1724 -3.35003852859 -4.70360468634e-28 1227866.92773 -0.0563739935266 -0.107343562912 3.42672593831 
7 1232 -3.24992331081 6.45678949217e-26 1104653.94121 -0.0790992648226 -0.124971685343 3.39035211024 
7 1319 -3.16969875289 -1.58594663969e-23 1001725.50074 -0.077123914838 -0.149889610938 3.35005716114 
7 1289 -3.07827923678 3.38662747229e-22 875193.707736 -0.0951081143996 -0.16082026406 3.32389680677 
7 1716 -3.01906335551 1.78736696265e-19 785391.667293 -0.118666035516 -0.146272541381 3.33702636518 
7 1717 -2.92556833479 -1.49430891259e-17 640179.106395 -0.115255075631 -0.159385990638 3.30032083776 
7 1136 -2.81863860578 -9.40699636384e-16 466384.305511 -0.119476235111 -0.162413956486 3.26999438123 
7 1218 -2.69816022147 -7.32372444411e-11 276632.309751 -0.113741791716 -0.162827672641 3.23599123927 
7 1286 -2.54062938015 5.67088033663e-07 90173.0418901 -0.10214163982 -0.161430352823 3.18628513247 
7 1213 -2.44499773927 0.00275657131062 20318.6493262 -0.104614426309 -0.150462505169 3.17096424748 
7 853 -2.37983322009 -1e+37 0.0 -0.103755441601 -0.139271802022 3.16785415576 
7 1165 -2.26042873052 -1e+37 0.0 -0.0975142453127 -0.131181425315 3.12996890322 
7 1166 -2.18944959035 -1e+37 0.0 -0.100041504188 -0.122869595004 3.12146039146 
7 1164 -2.10288074052 -1e+37 0.0 -0.0930652604995 -0.118934963533 3.09838692333 
7 1169 -1.98958077702 -1e+37 0.0 -0.0898135562944 -0.111732516789 3.06434611024 
7 744 -1.8659720919 -1e+37 0.0 -0.0854418736044 -0.104563478669 3.02968331323 
7 856 -1.76750064821 -1e+37 0.0 -0.0823204587104 -0.0992336053869 2.99631315143 
7 758 -1.67676618936 -1e+37 0.0 -0.0811649519382 -0.0946035929833 2.97682610937 
7 854 -1.61204784623 -1e+37 0.0 -0.0778125503384 -0.0914455630155 2.94424777091 
7 188 -1.5360961843 -1e+37 0.0 -0.0757358483206 -0.0877279639763 2.92534371327 
7 580 -1.48004589424 -1e+37 0.0 -0.0764458241287 -0.0844870493083 2.91680777256 
7 218 -1.43091470029 -1e+37 0.0 -0.072967856234 -0.0815719516014 2.89048264679 
7 133 -1.33281496034 -1e+37 0.0 -0.0744037001612 -0.0790404404562 2.86789091007 
8 1462 -3.18682328664 0.0 1621331.64323 0.00776124584921 -0.0129436116795 3.56934233116 
8 1423 -3.18418490389 6.49438592346e-32 1615786.13913 0.00644787438426 0.0226572346765 3.61595876206 
8 1445 -3.16621029685 1.07686953275e-31 1586451.17614 0.0342621100103 0.0438789276451 3.64092595821 
8 1461 -3.17696023079 2.01448234659e-31 1606477.48643 -0.0190141744199 -0.0308865988128 3.54289057381 
8 1344 -3.13331702529 1.58321062752e-30 1532866.54838 0.0295832336307 0.0851159644884 3.68550866322 
8 1435 -3.14866391009 -6.91503120796e-31 1562975.17568 -0.0324127999761 -0.058016057372 3.50002534143 
8 1440 -3.0758521189 2.96471766105e-29 1439763.05952 0.0510721387994 0.107223010547 3.72941918312 
8 1725 -3.09899821583 -7.91111184716e-30 1485556.89622 -0.0478888457497 -0.0902535610615 3.45677201312 
8 1724 -3.03271232928 4.93685014241e-28 1380556.38948 -0.0733033296501 -0.111761000886 3.42862307574 
8 1232 -2.91824922239 -3.56655480706e-25 1196467.44998 -0.0977075257361 -0.130269040862 3.39188755075 
8 1319 -2.83343167361 -3.35722345284e-23 1058249.98563 -0.0941791691797 -0.156901422497 3.3514293787 
8 1289 -2.73247202884 -1.34739802801e-20 888643.597502 -0.11114467657 -0.166051605712 3.32510014084 
8 1716 -2.66010351891 6.62415003286e-19 762385.533832 -0.135767819618 -0.149012769305 3.33811634261 
8 1717 -2.56348439535 7.37982615301e-17 596551.444448 -0.130193041966 -0.161790718887 3.30136356488 
